label,message,length
0,"['k', 'actually', 'guy', 'meet', 'sunoco', 'howard', '?', 'it', 'right', 'way']",10
0,"['on', 'way', 'office', 'da', '..']",5
0,"['am', 'uworld', 'site', '.', 'am', 'buying', 'qbank', 'buying', 'self', 'assessment', 'also', '?']",12
0,"['hi', 'baby', 'im', 'cruisin', 'girl', 'friend', 'r', 'u', '2', '?', 'give', 'call', 'hour', 'home', 'thats', 'alright', 'fone', 'fone', 'love', 'jenny', 'xxx']",21
1,"['money', '!', '!', '!', 'r', 'lucky', 'winner', '!', '2', 'claim', 'prize', 'text', 'money', '2', '88600', '£1million', 'give', 'away', '!', 'ppt150x3+normal', 'text', 'rate', 'box403', 'w1t1jy']",24
0,"['thats', 'cool', '.', 'liked', 'photo', '.', 'you', 'sexy', '!']",9
0,"['same', ',', 'i', ""'m"", 'great', 'aunt', 'anniversary', 'party', 'tarpon', 'spring']",10
0,"['house-maid', 'murderer', ',', 'coz', 'man', 'murdered', '&', 'lt', ';', '#', '&', 'gt', ';', 'th', 'january', '..', 'as', 'public', 'holiday', 'govt.instituitions', 'closed', ',', 'including', 'post', 'office', '..']",26
0,"['ok', 'also', 'wan', '2', 'watch', 'e', '9', 'pm', 'show', '...']",10
0,"['leave', 'wif', 'lar', '...', 'ü', 'wan', 'carry', 'meh', 'heavy', '...', 'is', 'da', 'num', '98321561', 'familiar', 'ü', '?']",17
0,"['fine', 'simply', 'sitting', '.']",4
0,"['was', 'actual', 'exam', 'harder', 'nbme']",5
0,"['theyre', 'lot', 'place', '.', 'only', 'hospital', 'medical', 'place', 'safe', '.']",10
1,"['please', 'call', '08712402902', 'immediately', 'urgent', 'message', 'waiting', '.']",8
0,"['can', 'u', 'look', '4', 'da', 'lib', 'got', 'stuff', 'havent', 'finish', 'yet', '.']",12
0,"['ummmmmaah', 'many', 'many', 'happy', 'return', 'day', 'dear', 'sweet', 'heart', '..', 'happy', 'birthday', 'dear']",13
0,"['i', 'like', 'cheap', '!', 'but', '‘', 'happy', 'splash', 'wine', 'make', 'feel', 'better', '..']",13
0,"['hai', 'priya', 'right', '.', 'what', 'doctor', 'said', 'pa.', 'where', '.']",10
0,"['its', 'sunny', 'california', '.', 'the', 'weather', ""'s"", 'cool']",8
0,"['why', 'come', 'people']",3
0,"['ever', 'one', 'foot', '?']",4
1,"['you', '1', 'new', 'message', '.', 'call', '0207-083-6089']",7
0,"['want', 'grasp', 'pretty', 'booty', ':', ')']",6
0,"['yo', 'guess', 'i', 'dropped']",4
0,"['haha', 'okay', '...', 'today', 'weekend', 'leh', '...']",7
0,"['u', 'coming', 'back', '4', 'dinner', 'rite', '?', 'dad', 'ask', 'confirm', 'wif', 'u', '...']",13
0,"['ok', 'chinese', 'food', 'way', '.', 'when', 'i', 'get', 'fat', ""'re"", 'paying', 'lipo', '.']",13
0,"['thanks', ',', 'i', ""'ll"", 'keep', 'mind']",6
0,"['if', 'started', 'searching', 'get', 'job', 'days.he', 'great', 'potential', 'talent', '.']",10
0,"['mum', ',', 'hope', 'great', 'day', '.', 'hoping', 'text', 'meet', 'well', 'full', 'life', '.', 'have', 'great', 'day', '.', 'abiola']",18
1,"['this', '2nd', 'attempt', 'contract', 'u', ',', 'week', 'top', 'prize', 'either', '£1000', 'cash', '£200', 'prize', '.', 'just', 'call', '09066361921']",18
1,"['this', 'message', 'free', '.', 'welcome', 'new', '&', 'improved', 'sex', '&', 'dogging', 'club', '!', 'to', 'unsubscribe', 'service', 'reply', 'stop', '.', 'msg', '@', '150p', '18+only']",23
0,"['ard', '530', 'lor', '.', 'i', 'ok', 'message', 'ü', 'lor', '.']",10
0,"['taka', 'lor', '.', 'wat', 'time', 'u', 'wan', '2', 'come', 'n', 'look', '4', 'u', '?']",14
1,"['u', 'win', '£100', 'music', 'gift', 'vouchers', 'every', 'week', 'starting', 'now', 'txt', 'word', 'draw', '87066', 'tscs', 'www.idew.com', 'skillgame', ',', '1winaweek', ',', 'age16', '.', '150ppermesssubscription']",23
0,"['yes', 'baby', '!', 'i', 'need', 'stretch', 'open', 'pussy', '!']",9
0,"['so', 'bank', 'say', 'money', '?']",5
0,"['u', 'sleeping', '..', 'or', 'going', 'take', '?', 'haha', '..', 'i', 'got', 'spy', 'wat', '..', 'me', 'online', 'checking', 'n', 'replying', 'mail', 'lor', '..']",22
0,"['r', 'still', 'meeting', '4', 'dinner', 'tonight', '?']",7
1,"['hey', 'i', 'really', 'horny', 'want', 'chat', 'see', 'naked', 'text', 'hot', '69698', 'text', 'charged', '150pm', 'unsubscribe', 'text', 'stop', '69698']",18
0,"['joy', ""'s"", 'father', 'john', '.', 'then', 'john', '____', 'joy', ""'s"", 'father', '.', 'if', 'u', 'an', 'th', 'hav', '&', 'lt', ';', '#', '&', 'gt', ';', 'iq', '.', 'tis', 'ias', 'question', 'try', 'answer', '.']",32
0,"['oh', 'come', 'ah', '?']",4
0,"['i', 'ca', ""n't"", 'make', 'tonight']",5
1,"['reminder', 'from', 'o2', ':', 'to', 'get', '2.50', 'pound', 'free', 'call', 'credit', 'detail', 'great', 'offer', 'pls', 'reply', '2', 'text', 'valid', 'name', ',', 'house', 'postcode']",23
0,"['oh', '...', 'kay', '...', 'on', 'sat', 'right', '?']",8
0,"['oh', 'k', ':', ')', 'got', 'job', 'whats', '?']",8
0,"['ok', 'darlin', 'supose', 'ok', 'worry', 'much.i', 'film', 'stuff', 'mate', 'babysit', '!', 'but', 'call', 'there.xx']",14
0,"['too', 'late', '.', 'i', 'said', 'website', '.', 'i', ""n't"", 'dont', 'slipper']",11
1,"['private', '!', 'your', '2003', 'account', 'statement', 'show', '800', 'un-redeemed', 's.', 'i.', 'm.', 'point', '.', 'call', '08719899230', 'identifier', 'code', ':', '41685', 'expires', '07/11/04']",22
0,"['miss', 'ya', ',', 'need', 'ya', ',', 'want', 'ya', ',', 'love', 'ya', '.']",12
0,"['so', 'really', '.', 'what', '.', 'how', ""'s"", 'master', '.', 'and', '.']",11
0,"['i', 'think', 'i', '‘', 'waiting', 'bus', '!', 'inform', 'get', ',', 'ever', 'get', '.']",13
0,"['it', 'shall', 'fine', '.', 'i', 'avalarr', '.', 'will', 'hollalater']",9
1,"['pdate_now', '-', 'double', 'min', '1000', 'txts', 'orange', 'tariff', '.', 'latest', 'motorola', ',', 'sonyericsson', '&', 'nokia', '&', 'bluetooth', 'free', '!', 'call', 'mobileupd8', '08000839402', 'call2optout/', '!', 'yhl']",25
1,"['ur', 'ringtone', 'service', 'changed', '!', '25', 'free', 'credit', '!', 'go', 'club4mobiles.com', 'choose', 'content', '!', 'stop', '?', 'txt', 'club', 'stop', '87070', '.', '150p/wk', 'club4', 'po', 'box1146', 'mk45', '2wt']",27
0,"['have', 'good', 'evening', '!', 'ttyl']",5
0,"['well', ',', 'i', 'meant', 'opposed', 'drunken', 'night']",7
0,"['then', 'u', 'going', 'ikea', 'str', 'aft', 'dat', '?']",8
0,"['ok.ok', 'ok', '..', '..', 'whats', 'ur', 'today', 'plan']",8
0,"['sorry', ',', 'i', ""'ll"", 'call', 'later']",6
1,"['call', '09095350301', 'send', 'girl', 'erotic', 'ecstacy', '.', 'just', '60p/min', '.', 'to', 'stop', 'text', 'call', '08712460324', '(', 'nat', 'rate', ')']",19
0,"['well', 'general', 'price', '&', 'lt', ';', '#', '&', 'gt', ';', '/oz', ',', 'let', 'know', 'if/when/how', 'much', 'want']",17
0,"['lol', 'i', 'take', '.', 'member', 'i', 'said', 'aunt', 'flow', ""n't"", 'visit', '6', 'month', '?', 'it', ""'s"", 'cause', 'i', 'developed', 'ovarian', 'cyst', '.', 'bc', 'way', 'shrink', '.']",26
0,"['yup', '.', 'anything', 'lor', ',', 'u', 'dun', 'wan', ""'s"", 'ok', '...']",11
1,"['big', 'brother', 'alert', '!', 'the', 'computer', 'selected', 'u', '10k', 'cash', '#', '150', 'voucher', '.', 'call', '09064018838', '.', 'ntt', 'po', 'box', 'cro1327', '18+', 'bt', 'landline', 'cost', '150ppm', 'mobile', 'vary']",28
1,"['i', ""n't"", 'know', 'u', 'u', ""n't"", 'know', '.', 'send', 'chat', '86688', 'let', ""'s"", 'find', '!', 'only', '150p/msg', 'rcvd', '.', 'hg/suite342/2lands/row/w1j6hl', 'ldn', '.', '18', 'year', '.']",25
0,"['aight', ""'ll"", 'work', ',', 'thanks']",5
1,"['welcome', 'uk-mobile-date', 'msg', 'free', 'giving', 'free', 'calling', '08719839835', '.', 'future', 'mg', 'billed', '150p', 'daily', '.', 'to', 'cancel', 'send', '``', 'go', 'stop', ""''"", '89123']",23
0,"['sir', ',', 'waiting', 'call', ',', 'free', 'please', 'call', '.']",9
1,"['new', 'textbuddy', 'chat', '2', 'horny', 'guy', 'ur', 'area', '4', '25p', 'free', '2', 'receive', 'search', 'postcode', 'gaytextbuddy.com', '.', 'txt', 'one', 'name', '89693', '.', '08715500022', 'rpl', 'stop', '2', 'cnl']",27
0,"['its', 'valentine', 'game', '.', '.', '.', 'send', 'dis', 'msg', 'ur', 'friend', '.', '..', 'if', '5', 'answer', 'r', 'someone', 'really', 'love', 'u.', 'ques-', 'colour', 'suit', 'best', '?', 'rply']",27
0,"['ma', 'head', 'dey', 'swell', 'oh', '.', 'thanks', 'making', 'day']",9
1,"['<', 'forwarded', '88877', '>', 'free', 'entry', '£250', 'weekly', 'comp', 'send', 'word', 'enter', '88877', 'now', '.', '18', 't', '&', 'c', 'www.textcomp.com']",20
0,"['yup', 'ok', '...']",3
0,"['hello', '!', 'how', ""'s"", 'saturday', 'go', '?', 'i', 'texting', 'see', ""'d"", 'decided', 'anything', 'tomo', '.', 'not', ""'m"", 'trying', 'invite', 'anything', '!']",21
0,"['aight', ',', 'sound', 'good', '.', 'when', 'want', 'come', '?']",9
0,"['if', 'u', 'laugh', 'really', 'loud', '..', 'if', 'u', 'talk', 'spontaneously', '..', 'if', 'u', 'dont', 'care', 'others', 'feel', '..', 'u', 'probably', 'dear', '&', 'amp', ';', 'best', 'friend', '..', 'goodevening', 'dear', '..', ':', ')']",32
0,"['jus', 'chillaxin', ',']",3
0,"['where', 'lover', '?', 'i', 'need', '...']",6
0,"['indians', 'r', 'poor', 'india', 'poor', 'country', '.', 'says', 'one', 'swiss', 'bank', 'director', '.', 'he', 'say', '``', '&', 'lt', ';', '#', '&', 'gt', ';', 'lac', 'crore', ""''"", 'indian', 'money', 'deposited', 'swiss', 'bank', 'used', ""'taxless"", ""'"", 'budget', '&', 'lt', ';', '#', '&', 'gt', ';', 'yr', '.', 'can', 'give', '&', 'lt', ';', '#', '&', 'gt', ';', 'crore', 'job', 'indians', '.', 'from', 'village', 'delhi', '4', 'lane', 'road', '.', 'forever', 'free', 'power', 'suply', '&', 'lt', ';', '#', '&', 'gt', ';', 'social', 'project', '.', 'every', 'citizen', 'get', 'monthly', '&', 'lt', ';', '#', '&', 'gt', ';', '/-', '&', 'lt', ';', '#', '&', 'gt', ';', 'yr', '.', 'no', 'need', 'world', 'bank', '&', 'amp', ';', 'imf', 'loan', '.', 'think', 'money', 'blocked', 'rich', 'politician', '.', 'we', 'full', 'right', 'corrupt', 'politician', '.', 'itna', 'forward', 'karo', 'ki', 'pura', 'india', 'padhe.g.m', '.', ""''""]",130
0,"['my', 'stomach', 'thru', 'much', 'trauma', 'i', 'swear', 'i', 'ca', ""n't"", 'eat', '.', 'i', 'better', 'lose', 'weight', '.']",17
1,"['orange', 'brings', 'ringtones', 'time', 'chart', 'heroes', ',', 'free', 'hit', 'week', '!', 'go', 'ringtones', '&', 'pics', 'wap', '.', 'to', 'stop', 'receiving', 'tip', 'reply', 'stop', '.']",24
0,"['wat', 'time', 'r', 'ü', 'going', 'xin', ""'s"", 'hostel', '?']",9
0,"['but', 'pls', 'dont', 'play', 'others', 'life', '.']",7
0,"['1', ""'s"", 'finish', 'meeting', 'call', '.']",6
0,"['not', 'tonight', 'mate', '.', 'catching', 'sleep', '.', 'this', 'new', 'number', 'way', '.']",12
0,"['let', 'know', 'change', 'next', '6hrs', '.', 'it', 'even', 'appendix', 'age', 'range', '.', 'however', 'impossible', '.', 'so', 'chill', 'let', 'know', '6hrs']",20
0,"['what', ""'s"", 'feathery', 'bowa', '?', 'is', 'something', 'guy', 'i', ""n't"", 'know', '?']",12
0,"['i', 'know', 'friend', 'already', 'told', '.']",6
0,"['lovely', 'smell', 'bus', 'ai', ""n't"", 'tobacco', '...']",7
0,"['thanks', 'sending', 'mental', 'ability', 'question', '..']",6
0,"['thank', 'baby', '!', 'i', 'cant', 'wait', 'taste', 'real', 'thing', '...']",10
0,"['just', 'wanted', 'say', 'holy', 'shit', 'guy', ""n't"", 'kidding', 'bud']",9
0,"['correct', '.', 'so', 'work', 'today']",5
0,"['jokin', 'lar', '...', ':', '-', ')', 'depends', 'phone', 'father', 'get', 'lor', '...']",12
0,"['i', ""'ll"", 'reach', 'ard', '20', 'min', 'ok', '...']",8
0,"['as', 'per', 'request', ""'melle"", 'melle', '(', 'oru', 'minnaminunginte', 'nurungu', 'vettam', ')', ""'"", 'set', 'callertune', 'callers', '.', 'press', '*', '9', 'copy', 'friend', 'callertune']",22
0,"['also', 'chat', 'awesome', ""n't"", 'make', 'regular', 'unless', 'see', 'person']",9
0,"['jason', 'say', ""'s"", 'cool', 'pick', 'place', 'like', 'hour']",8
1,"['moby', 'pub', 'quiz.win', '£100', 'high', 'street', 'prize', 'u', 'know', 'new', 'duchess', 'cornwall', '?', 'txt', 'first', 'name', '82277.unsub', 'stop', '£1.50', '008704050406', 'sp']",21
0,"['i', 'got', 'video', 'tape', 'pple', 'type', 'message', 'lor', '.', 'u', 'free', 'wan', '2', 'help', '?', 'hee', '...', 'cos', 'noe', 'u', 'wan', '2', 'watch', 'infernal', 'affair', 'ask', 'u', 'along', '.', 'asking', 'shuhui', 'oso', '.']",33
0,"['say', 'thanks2', '.']",3
0,"['otherwise', 'part', 'time', 'job', 'na-tuition', '..']",6
0,"['hey', '!', '!', '!', 'i', 'almost', 'forgot', '...', 'happy', 'b-day', 'babe', '!', 'i', 'love', 'ya', '!', '!']",17
0,"['it', ',', ',s', 'taxt', 'massage', '....', 'tie-pos', 'argh', 'ok', '!', 'lool', '!']",12
0,"['yes', 'chatting', '.']",3
0,"['idc', 'get', ',', 'weaseling', 'way', 'shit', 'twice', 'row']",8
0,"['cold', '.', 'dont', 'sad', 'dear']",5
0,"['lol', 'i', 'would', 'mom', 'would', 'fit', 'tell', 'whole', 'family', 'crazy', 'terrible', 'i']",12
0,"['hello', ',', 'love', '!', 'how', 'go', 'day', '?', 'i', 'wish', 'well', 'fine', 'babe', 'hope', 'find', 'job', 'prospect', '.', 'i', 'miss', ',', 'boytoy', '...', '*', 'teasing', 'kiss', '*']",27
0,"['how', 'dare', 'change', 'ring']",4
0,"['hi', 'darlin', 'ive', 'just', 'got', 'back', 'and', 'i', 'had', 'a', 'really', 'nice', 'night', 'and', 'thanks', 'so', 'much', 'for', 'the', 'lift', 'see', 'u', 'tomorrow', 'xxx']",24
0,"['can', 'lor', '...']",3
0,"['my', 'uncle', 'atlanta', '.', 'wish', 'guy', 'great', 'semester', '.']",9
0,"['k.k.how', 'business', '?']",3
0,"['sorry', ',', 'battery', 'died', ',', 'i', 'come', 'i', ""'m"", 'getting', 'gram', ',', ""'s"", 'place', '?']",15
1,"['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'u-find', 'r', '*', 'reveal', 'think', 'ur', 'special-call', '09065171142-stopsms-08']",15
0,"['oops', 'i', 'shower', 'u', 'called', '.', 'hey', 'parking', 'garage', 'collapsed', 'university', 'hospital', '.', 'see', 'i', ""'m"", 'crazy', '.', 'stuff', 'like', 'does', 'happen', '.']",23
0,"['your', 'opinion', '?', '1', '.', 'over', '2', '.', 'jada', '3', '.', 'kusruthi', '4', '.', 'lovable', '5', '.', 'silent', '6', '.', 'spl', 'character', '7', '.', 'not', 'matured', '8', '.', 'stylish', '9', '.', 'simple', 'pls', 'reply', '..']",35
0,"['do', 'like', 'shaking', 'booty', 'dance', 'floor', '?']",7
0,"['gr8', '.', 'so', 'handle', 'victoria', 'island', 'traffic', '.', 'plus', ""'s"", 'album', 'due']",12
0,"['feel', 'yourself', 'that', 'you', 'are', 'always', 'happy', '..', 'slowly', 'it', 'becomes', 'your', 'habit', '&', 'amp', ';', 'finally', 'it', 'becomes', 'part', 'of', 'your', 'life', '..', 'follow', 'it', '..', 'happy', 'morning', '&', 'amp', ';', 'have', 'a', 'happy', 'day', ':', ')']",38
0,"['sorry', 'im', 'getting', ',', 'feel', 'really', 'bad-', 'totally', 'rejected', 'kinda', 'thing', '.']",12
0,"['oh', ',', 'yes', ',', 'i', ""'ve"", 'little', 'weather', ""'ve"", 'kind', 'coccooning', 'home']",12
0,"['a', 'bloo', 'bloo', 'bloo', 'i', ""'ll"", 'miss', 'first', 'bowl']",9
0,"['am', 'slow', 'using', 'biola', ""'s"", 'fne']",6
0,"['honey', ',', 'pls', 'find', 'much', 'sell', 'predicte', 'nigeria', '.', 'and', 'many', 'time', 'used', '.', 'its', 'important', 'reply', 'monday']",18
0,"['i', 'love', 'give', 'massage', '.', 'i', 'use', 'lot', 'baby', 'oil', '...', 'what', 'fave', 'position', '?']",15
1,"['a', '£400', 'xmas', 'reward', 'is', 'waiting', 'for', 'you', '!', 'our', 'computer', 'randomly', 'picked', 'loyal', 'mobile', 'customer', 'receive', '£400', 'reward', '.', 'just', 'call', '09066380611']",23
1,"['win', 'urgent', '!', 'your', 'mobile', 'number', 'awarded', '£2000', 'prize', 'guaranteed', 'call', '09061790121', 'land', 'line', '.', 'claim', '3030', 'valid', '12hrs', '150ppm']",20
0,"['yes', '.', 'rent', 'expensive', 'way', 'save', '.']",7
1,"['get', 'official', 'england', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'tonight', 'game', '!', 'text', 'tone', 'flag', '84199', '.', 'optout', 'txt', 'eng', 'stop', 'box39822', 'w111wx', '£1.50']",24
1,"['private', '!', 'your', '2003', 'account', 'statement', '07815296484', 'show', '800', 'un-redeemed', 's.i.m', '.', 'point', '.', 'call', '08718738001', 'identifier', 'code', '41782', 'expires', '18/11/04']",21
1,"['lookatme', '!', ':', 'thanks', 'purchase', 'video', 'clip', 'lookatme', '!', ',', ""'ve"", 'charged', '35p', '.', 'think', 'better', '?', 'why', 'send', 'video', 'mmsto', '32323', '.']",23
1,"['for', 'ur', 'chance', 'win', '£250', 'cash', 'every', 'wk', 'txt', ':', 'play', '83370', '.', 't', ""'s"", '&', 'c', ""'s"", 'www.music-trivia.net', 'custcare', '08715705022', ',', '1x150p/wk', '.']",24
0,"['actually', 'i', 'decided', 'i', 'hungry', 'i', ""n't"", 'left', 'yet', ':', 'v']",11
0,"['1', 'i', ""n't"", 'number', '2', 'gon', 'na', 'massive', 'pain', 'as', ""'d"", 'rather', 'get', 'involved', ""'s"", 'possible']",16
0,"['today', 'accept', 'day', '..', 'u', 'accept', '?', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'no', 'rply', 'mean', 'enemy']",24
0,"['but', 'together', 'thinkin']",3
1,"['had', 'mobile', '11mths', '?', 'update', 'free', 'oranges', 'latest', 'colour', 'camera', 'mobile', '&', 'unlimited', 'weekend', 'call', '.', 'call', 'mobile', 'upd8', 'freefone', '08000839402', '2stoptx']",22
0,"['``', 'alrite', 'hunny', '!', 'wot', 'u', 'up', '2', '2nite', '?', 'didnt', 'end', 'up', 'goin', 'down', 'town', 'jus', 'da', 'pub', 'instead', '!', 'jus', 'chillin', 'at', 'da', 'mo', 'in', 'me', 'bedroom', '!', 'love', 'jen', 'xxx', '.', ""''""]",35
0,"['it', ""'s"", 'fine', ',', 'imma', 'get', 'drink', 'somethin', '.', 'want', 'come', 'find', '?']",13
0,"['wot', 'u', 'wan', 'na', 'do', 'then', 'missy', '?']",8
0,"['sorry', 'i', 'missed', 'babe', '.', 'i', 'late', 'slept', '.', 'i', 'hope', 'enjoy', 'driving', 'lesson', ',', 'boytoy', '.', 'i', 'miss', '...', '*', 'teasing', 'kiss', '*']",24
0,"['haha', '...', 'sounds', 'crazy', ',', 'dunno', 'tahan', 'anot', '...']",9
0,"['where', 'u', 'hiding', 'stranger', '?']",5
0,"['i', 'late', ',', 'call', 'tomorrow', 'morning.take', 'care', 'sweet', 'dream', '....', 'u', '...', 'ummifying', '...', 'bye', '.']",16
0,"['i', 'think', 'tantrum', ""'s"", 'finished', 'yeah', 'i', ""'ll"", 'point']",9
0,"['booked', 'ticket', 'pongal', '?']",4
0,"['my', 'sister', 'got', 'placed', 'birla', 'soft', 'da', ':', '-', ')']",10
0,"['see', '.', 'when', 'finish', 'load', 'loan', 'pay']",7
0,"['leave', '.', 'u', 'always', 'ignorant', '.']",6
0,"['its', 'hard', 'believe', 'thing', 'like', '.', 'all', 'say', 'lie', 'think', 'twice', 'saying', 'anything', '.']",14
0,"['how', ""'s"", 'feel', '?', 'mr', '.', 'your', 'real', 'valentine', 'yo', 'valentine', 'even', 'tho', 'u', 'hardly', 'play', '!', '!']",18
0,"['ü', 'got', 'wat', 'buy', 'tell', 'u', 'ü', 'need', 'come', '.']",10
0,"['i', ""'ve"", 'got', 'tea', '.', 'sure', 'flavour']",7
0,"['when', 'i', 'born', ',', 'god', 'said', ',', '``', 'oh', 'no', '!', 'another', 'idiot', ""''"", '.', 'when', 'born', ',', 'god', 'said', ',', '``', 'oh', 'no', '!', 'competition', ""''"", '.', 'who', 'knew', ',', 'one', 'day', 'two', 'become', 'freinds', 'forever', '!']",38
0,"['i', 'need', 'come', 'home', 'give', 'good', 'lovin', '...']",8
0,"['are', 'much', 'buzy']",3
0,"['i', 'way', 'tirupur', '.']",4
0,"['yes', '!', 'how', 'pretty', 'lady', 'like', 'single', '?']",8
0,"['let', 'know', ""'ve"", 'got', 'money', 'carlos', 'make', 'call']",8
0,"['*', 'am', 'way']",3
0,"['or', 'go', 'home', 'first', 'lar', 'ü', 'wait', '4', 'lor', '..', 'i', 'put', 'stuff', 'first', '..']",15
0,"['then', 'u', 'go', 'back', 'urself', 'lor', '...']",7
0,"['yup', '...', 'hey', 'one', 'day', 'fri', 'ask', 'miwa', 'jiayin', 'take', 'leave', 'go', 'karaoke']",13
0,"['do', 'know', 'lab', 'goggles', 'went']",5
0,"['how', 'r', 'ü', 'going', 'send', '?']",6
1,"['you', 'specially', 'selected', 'receive', '2000', 'pound', 'award', '!', 'call', '08712402050', 'before', 'line', 'close', '.', 'cost', '10ppm', '.', '16+', '.', 't', '&', 'cs', 'apply', '.', 'ag', 'promo']",26
0,"['only', 'saturday', 'sunday', 'holiday', 'difficult', ':', ')']",7
0,"['cos', 'darren', 'say', 'ü', 'considering', 'mah', 'ask', 'ü', '...']",9
1,"['xmas', 'prize', 'draw', '!', 'we', 'trying', 'contact', 'u.', 'todays', 'draw', 'show', '£2000', 'prize', 'guaranteed', '.', 'call', '09058094565', 'land', 'line', '.', 'valid', '12hrs']",22
0,"['it', 'mean', 'u', 'could', 'keep', 'ur', 'word', '.']",8
0,"['ceri', 'u', 'rebel', '!', 'sweet', 'dreamz', 'me', 'little', 'buddy', '!', '!', 'c', 'ya', '2moro', '!', 'who', 'needs', 'blokes']",18
0,"['happy', 'birthday', '....', 'dear.with', 'lot', 'love.rakhesh', 'nri']",7
0,"['usually', 'body', 'take', 'care', 'buy', 'making', 'sure', 'doesnt', 'progress', '.', 'can', 'pls', 'continue', 'talk', 'saturday', '.']",16
1,"['hot', 'live', 'fantasies', 'call', '08707509020', 'just', '20p', 'per', 'min', 'ntt', 'ltd', ',', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', '..', 'k']",21
0,"['greetings', ',', '!', 'consider', 'excused', '.']",6
0,"['``', 'hey', 'das', 'cool', '...', 'iknow', 'all', '2', 'wellda', 'peril', 'of', 'studentfinancial', 'crisis', '!', 'spk', '2', 'u', 'l8r', '.', ""''""]",20
0,"['hey', 'leave', '.', 'big', 'deal', ':', '-', ')', 'take', 'care', '.']",11
0,"['i', 'real', ',', 'baby', '!', 'i', 'want', 'bring', 'inner', 'tigress', '...']",11
1,"['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'u-find', 'r', '*', 'reveal', 'think', 'ur', 'special-call', '09058094594']",15
0,"['cool', ',', 'text', ""'re"", 'ready']",5
0,"['lol', 'ok', 'ill', 'try', 'send', '.', 'be', 'warned', 'sprint', 'dead', 'slow', '.', 'you', ""'ll"", 'prolly', 'get', 'tomorrow']",17
0,"['no', 'da', '.', 'i', 'happy', 'sit', 'together', 'na']",8
0,"['fyi', 'i', ""'m"", 'usf', ',', 'swing', 'room', 'whenever']",8
1,"['message', 'important', 'information', 'o2', 'user', '.', 'today', 'lucky', 'day', '!', '2', 'find', 'log', 'onto', 'http', ':', '//www.urawinner.com', 'fantastic', 'surprise', 'awaiting']",20
0,"['it', 'simple', 'arithmetic', 'percentage', '.']",5
0,"['had', 'money', 'issue', 'weigh', 'thanks', ',', 'i', 'breathe', 'easier', '.', 'i.ll', 'make', 'sure', 'dont', 'regret', '.', 'thanks', '.']",18
0,"['what', 'standing', '.']",3
0,"['sometimes', 'put', 'wall', 'around', 'heart', ',', 'safe', 'getting', 'hurt', '..', 'but', 'find', 'care', 'enough', 'break', 'wall', '&', 'amp', ';', 'get', 'closer', '..', 'goodnoon', ':', ')']",25
1,"['free', 'camera', 'phone', 'linerental', '4.49/month', '750', 'cross', 'ntwk', 'min', '.', '1/2', 'price', 'txt', 'bundle', 'deal', 'also', 'avble', '.', 'call', '08001950382', 'call2optout/j', 'mf']",22
0,"['thanks', '.', 'fills', 'complete', 'calm', 'reassurance', '!']",7
1,"['ur', 'cash-balance', 'currently', '500', 'pound', '-', 'maximize', 'ur', 'cash-in', 'send', 'go', '86688', '150p/meg', '.', 'cc', ':', '08718720201', 'hg/suite342/2lands', 'row/w1j6hl']",19
0,"['mum', ',', ""'ve"", 'sent', 'many', 'many', 'message', 'since', 'got', '.', 'i', 'want', 'know', 'actually', 'getting', '.', 'do', 'enjoy', 'rest', 'day', '.']",21
0,"['how', 'find', 'way', ""n't"", 'include', 'detail']",6
1,"['8007', '25p', '4', 'alfie', 'moon', ""'s"", 'children', 'need', 'song', 'ur', 'mob', '.', 'tell', 'ur', 'm8s', '.', 'txt', 'tone', 'charity', '8007', 'nokias', 'poly', 'charity', 'polys', ':', 'zed', '08701417012', 'profit', '2', 'charity']",30
0,"['and', ""'s"", 'apparently', 'bffs', 'carly', 'quick']",6
0,"['yeah', ',', 'probably', 'swing', 'roommate', 'finish', 'girl']",7
0,"['7', 'lor', '...', 'change', '2', 'suntec', '...', 'wat', 'time', 'u', 'coming', '?']",12
0,"['ok', 'prob']",2
0,"['do', 'work', 'week', '?']",4
1,"['urgent', '!', 'we', 'trying', 'contact', 'u.', 'todays', 'draw', 'show', '£800', 'prize', 'guaranteed', '.', 'call', '09050003091', 'land', 'line', '.', 'claim', 'c52', '.', 'valid', '12hrs']",23
0,"['babe', '?', 'you', 'said', '2', 'hour', ""'s"", 'almost', '4', '...', 'is', 'internet', '?']",13
0,"['yup', ""'s"", 'giving', 'problem', 'mayb', ""'ll"", 'jus', 'leave', '...']",9
1,"['todays', 'voda', 'number', 'ending', '7634', 'selected', 'receive', '£350', 'reward', '.', 'if', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '7684', 'standard', 'rate', 'apply', '.']",23
0,"['ok', 'good', 'later', 'come', 'find', 'ü', '...', 'c', 'lucky', 'told', 'ü', 'go', 'earlier', '...', 'later', 'pple', 'take', 'finish', 'ü', '...']",20
